reviews,target
bought gb card sale ran great first month afternoon unmounted samsung sg iii powered phone seated card powered still not recognized powered back pulled card popped computer showed single partition byte mounted card back phone booted recovery phone rooted cwm double checked could not mounted formatted tried partition card but no luck phone back running fine spare gb card no problem matter good fast card dy quickly stuff backed no major loss but cost card died month,0
screaming deal retail packaged gb microsd not benchmarked but lightyears faster original gb card retail packaging though like extra packaging make secure not fake described,2
installed samsung tablet gb music lot picture number apps work flawlessly find anything wrong price not bad either love go wrong,2
perfect every sense use mainly accessing music since upgraded microsdhc found samsung galaxy no lag playback document storage retrieval quick high speed high quality,2
nothing bad say great product great price work excellently video camera one go wrong card great sandisk quality,2
not say bad microsd card but mine stopped working month normal use every time put pc smartphone message came saying needed format but click format showed another message saying unable format one purchased replace polaroid way working better expected lasted perfect stopped working month normal use,0
bought samsung galaxy work perfectly price better anything could find store locally exactly wanted,2
awesome sd card awesome price awesome speed awesome quality really like micro sd card hope never fails no problem far :,2
great price great cellphone tablet etc easy put easy use come adapter perfect,2
work perfectly enough storage many hour recording could best one price recommend one perfect gopro,2
using samsung note ii phone get read sec writes sec pleased performance happy read write speed,2
use card samsung galaxy not issue brand memory card failed become unreadable past however accepted anything throw use store picture take phone currently music video mp movie never lag random un mount highly recommend fast reliable plenty space,2
wanted extra space tablet sd work fine job needed work fine samsung tablet,2
bought another sandisk product guess work great job guy not pricey either wait gb version always trusted sandisk,2
sd microsd card adapter come product small impossible remove card adapter without damaging adapter tight,0
thank god amazon return policy would incensed little platic device hell died unexpectedly day lost phone picture not stored phone lost music but pc lost video concert happened phone gave warning storage device sandisk ultra could not found took restarted galaxy note worked one hour later got warning tried save data backup pro app purchase extra gb data cloud app come mb something like backed everything sandisk storage backing everything line using backup pro cloud sandisk fried stopped backup process prompted format storage disc but everytime performed process phone would not complete format keep mind not near computer vacation could not use computer format fat returning disc purchasing samsung gb cost buck get pay died one month,0
yeah baby love getting amount memory cheap not pro but everyday use great deal come,2
notorious apparently killing sd card last black friday bought two normal black one gb card phone killed sprint swore card but defended sandisk saying would sell two defective card row made deal sprint saying bought new card phone killed one would replace phone card no cost bought one far no problem shame sandisk star product star greed actually work v black friday crap bought last year,2
love far work price good pleased fact bought gb well phone bought gb wife love,2
work great smart phone need format card anything popped card everything worked great box transfer speed excellent card would recommend card everyone good memory card,2
good buy help store information also allow organize picture music well nive product,2
great chip bought use raspberry pi project linux hard drive fast real deal price excellent nice get real chip instead cheap nock often sold brand name card say,2
put new sd card new g first time metal contact scratched randomly unmounts phone older gb sandisk work fine thinking thicker paint something causing know but ruined scratched first day but noticing unmounts music every song unmount remount interupting music never buy another expensive sandisk going order different brand make sure find one without paint suck really thought going good one love color fast transfer file bad broken find return date screwed oh well never give business someone else thick b c paint,0
easy upgrade storage lg marquee seems pretty fast store data fine not sure else say memory work work perfectly lg marquee,2
want ton capacity bought mine pretty good sale work perfectly expected sandisk good value,2
far item great purchased one one niece phone xmas another plus shipping great great prouct,2
got use gopro hero black edition put seemed work tried get data card using second card say need formatted looked gopro website not recommended card list reason card fast enough class ten yes but clearly not fast enough definitely get recommended card work first probably die couple day box work,0
using samsung galaxy issue super fast work really well,2
used something like month galaxy iii gt original firmware mainly picture flac file suddenly perceived last picture took disappeared took picture thought software problem but problem realized card not working write anymore delete information format delete partition etc rom bright side not lose valuable information like picture permanently stored card good lasted rom,0
got amazon amazing price bought one total gb cardsthey work great gopro hero main recommended one adapter also use nikon e getting picture burst mode camera slows shooting raw full speed take minute till but talking mb picture save need usb stick smaller faster great little performer,2
purchased sandisk ultra gb microsdxc class uhs memory card adapter use samsung galaxy note android apparently phone no problem recognition large sd card make possible save lot photo video feeling even possible get gb version work well phone make sure fully compatible reformat using phone sd card phone able detect utilize full capacity no problem overall extremely satisfied product outstanding large sd card smart phone,2
brief simple error error error happened sandisk need check qc unit awful product ever reputable memory company update: got thissamsung gb g class microsd c microsdhc flash memory card model mb msbga krto replace sandisk garbage replacement work sandisk lost one long time customer garbage,0
good buy work great sport camera well priced recommend user sport camera great product,2
perfect five star,2
needed class micro sd card small size large memory work fine price good well worked expected,2
read write speed fantastic work great galaxy note absolutely love space worth every single penny much space,2
expecting great transfer time like get nice compact flash card but card closer last generation sd wow surprised fast,2
largest capacity micro sdhd card work theasus memo pad smart bl inch gb tablet blue card work great but adapter defective already another adapter would return item card work great adapter defective,2
heavy music listener sandisk ultra reliable storage music file feed mp player still reliable ever still reliable ever,2
great little memory device several work without problem newer android tablet older version jelly bean problem accessing mb jelly bean work great flawless,2
samsung note tablet adding gb sd card saved quite bit not move gb internal disk simply slipped gb sd slot go great product,2
using week far no issue not expecting used sandisk microsdhc card worked reliably varying size gb largest size ever used read complaint elsewhere person problem said brand fortunately good performer,2
product perfect needed providing ton memory samsung note small package love size,2
use gopro hero silver edition work perfectly even protune gopro probably great sd card start awesome,2
not buy speed issue want type least speed but type work great phone increase storage keep picture random file not used music but imagine since play video included picture could easily handle music work fine,2
best reliable microsd card get use device phone tablet camera camcorder gopro camera bunch work like champ,2
supposed say no reason rate lower star purpose function properly,2
say supposed really like price much much cheaper pay best buy radio shack plus got card less day without paying extra nd day overnight shipping memory card,2
best memory found consistency high speed ideal modern application especially high definition video recording go memory gopro camera,2
price reasonable quick day delivery amazon prime return gb drive malfunction amazon took care right away credited old sd card far one working expected sure format sd card device using recognizes device using micro sd card gb,2
known issue batch card completely die known defect affecting lot galaxy note user card dy either exchange amazon contact sandisk replacement newer card supposedly fixed but might want back data case mine purchased november failed separate phone unreadable pc phone defective batch card,1
stick slot forget not sure stored little thing remove phone but hey great price top notch product,2
installed galaxy note crashed one month lost picture card not google plus instant upload redundant backup dropbox picture would lost think get refund but not keep original packaging would not buy but keep packaging return read review see lot people trouble card crashing think amazon offer hurt overall customer satisfaction crashed one month,0
well try take alot picture card job would recommend even enemy really good product especially go sale amazon package kinda two big little thing but work little problem usual love product hence keep buying think th purchase,2
brought new phone note come kind card camera phone device us card trust sandisk dslr go pro camera professional photographer never problem scan disk card whenever need sd card micro sdxc brand go used note,2
say best price could find gb micro sd work great samsung note finally decide buy note note pro gb card ordered right along great product great price,2
purchased gift daughter take lot photo stored cell bog need clean house lol would also good need store everything know get one r kmw great take bunch photo cell,2
inexpensive fast made video bit less choppy recording hd good buy seems better value class card great samsung galaxy siii phone,2
bought use samsung galaxy phone work great no formatting no mus work like work great,2
scandisk gb sdxc card geat value get hour recording hd video wonderful result prefer scandisk reliable setting video shoot client spending hour recording calling client explain bought cheap unreliable card failed reschedule shootand project late delivery smart must reliability scandisk delivers scandisk delivers reliability need,2
exactly month half card done lost pic video return policy expired card not recognized phone pc trying get rma sandisk read extensive problem gb card class samsung say sandisk sandisk say phone but seen card failing different phone android way problem card dead,0
great card one crash yet go wrong gb sandisk memory card great memory card,2
card responsive never encountered single issue work great cold hot weather using skiing often exposed cold weather stored far hundred hour video multiple event not glitch would buy sure awesome card contour,2
not technical person give spec but put samsung galaxy tab work fine work fine,2
excatly bought go phone nice storage come micro sd sd converter nice buy ahh sapost,2
work fine although video seem jerk little spot know phone card but anyway capacity huge music play great photo look fine phone,2
no issue five star,2
upon receiving installed samsung galaxy phone work great give maximum memory available phone model no complaint fast ship fair price bought new samsung galaxy work great,2
know else add star review except say installed flawlessly nook hd no problem memory,2
work perfect htc one v no complaint love amount space tiny package fast need phone love gb space not slow,2
good value money product delivered time good condition using tablet happy performance excelent buy,2
would give th star memory consistent read write time per card not saying fast but stay within rated speed tested especially usb card reader used several time speed decrease threshold standard set chip fast but room improvement,2
go wrong sandisk memory bought phone gaming gopro good capacity convenient durable top brand,2
say sandisk awesome installed galaxy tab music movie hd digital copy sandisk ultra,2
bought use samsung siii supposed fast card worked fine totally died less year little u due design siii phone popped message sd card removed nothing phone brought card back removed tried laptop win computer xp pro totally dead neither even recognize drive working sandisk get replacement want kind fairly useless information see get rma number replacement card first memory card ever fail update warranty service sandisk proven non existent first asked question answered mysteriously lost answer sent back three time died less year no warranty support,0
work lumia no issue phone not particularly speed sensitive application card cannot comment well work stress phone complain music play nicely card picture written without delay red gray design look different interesting even though no one see card,2
super fast keep camera speed purchased total love every single one buy card super fast keep camera speed,2
great product using samsung galaxy mobile g us camera store picture taken fast great product far,2
use mp android phone speed card significantly improved picture taking speed fast,2
samsung gn edition tablet getting mbps transfer canon using eye fi mobi gb sd card blazing fast transfer camera tablet storage,2
got described far working well not technical person calculating speed normal person pretty fast easy access great product work great,2
wife razr great phone date matched thought would great memory card long time sandisk ultra user photography sadly month without warning card mysteriously bricked unreadable phone two pc one mac thing even see card droid bionic say card unreadable need formatted hesitant odd chance still recover many gig photo video month old baby not backed could not disappointed product month completely dead,0
not much say made excellent quality price fine qualityyes would recommend friend excellent product work well worth every cent,2
good quality sd memory speed suggested true read speed write speed slower around mb mb read,2
seems authentic great speed correct capacity work flawlessly samsung phone card reader would buy needed another device work,2
bought surface rt work fine also got even better far good,2
card put samsung galaxy tab worked great right start issue whatsoever great memory,2
problem getting format fat could use myexcellent sansa clip actually low level format reformat itto fat third party program come natively formatted ex fat many device read window format fat gb easy format ntfs but either buy nothing bigger gb search internet program method reformat need fat skill time otherwise good stuff but scan disk provide reformat program website imho good,2
worked sansa clip zip another generic brand no complaint couple cbs higher price work fine,2
gb fast microsd storage great price not love work perfectly gb dell venue pro whats not love,2
back year ago crazy buy thing expensive year ago practically make figure buy really show nothing utilize well today cheap stable work plus came adopter good deal cheap,2
always trusted sandisk card work great samsung galaxy tab using month small fast,2
worked one first drum drive still pretty darn amazing think go smaller lose grat item good access speed mega chip,2
bought gb version samsung galaxy note ii work great need format anything opened box popped phone worked expected transfer speed via usb connected phone direct via card reader fast also bought gb version use included sd adapter canon sd popped directly device ready go happy product used many sandisk flash card past without issue expect hold extremely well time well might buck lesser known brand but feel worth premium fast easy use,2
maybe speed not fast beat others but sandisk always reliable several sandisk sd tf card never damaged data security always important reliable brand,2
one latest smartphones go highly recommend take full advantage processing speed fast computation need gadget sandisk product known quality reliability couple name brand flash product use sandisk gave good roi anything rob reliability great buy great price,2
bought use dash camera upgrade working well faster gb card came camera also work digital camera gb memory card,2
not sure card computer but show gig tried reformating everything still say gig bought dell venue pro,1
point shoot camera work well no problem far think camera speed limiting step rather card good capacity speed camera,2
sorry say but pull rating card went bad couple month no option return beyond policy card came time good packaging work else add gb sd card went bad month,0
large music collection like play phone allows put lot phone past no compatibility problem plugged worked get better far speed go fast card phone noticed no lag issue reading writing phone use outside phone comment direct read write speed sprint galaxy iii,2
phone still gingerbread o card much faster ever need capability like lifetime warranty previous gb card not warranty fried one year shipping hold many year come speed keep future device overall pleased got mb write speed mb read speed motorola defy xt using speed test app described,2
really fast speed good amount storage also almost cheap bargain bin item give month hard usage one though pretty hard flash long sequential writes guy give solid flash cheap price,2
bought p dash cam needed best fastest memory get best quality picture homework thought scandisk ultra came far everything else want best fastest memory highest quality market get scandisk ultra best fastest memory market,2
use mine gopro black edition working well no freeze record writes advertised speed importantly best value gb class micro sd advertised,2
cheaper alternative buying tablet storage shipped promptly price reasonable probably purchase another nice boost storage tablet,2
people complain sd cards: not working fast enough android device acting slow rooted phone not boot sd card card fast mb removed lag android device hdr video recorder no delay video recording usually happens card market android rooted phone tried booted worked really recommend card price performance good luck enjoy purchase perfect micro sdcard good speed cheap price,2
first two month card worked great gopro hero black edition one night randomly stopped working amazon take back got email sandisk see get replaced use camera thanks little paperweight,0
hard believe year ago would needed big hard drive much room use card samsung duo smartphone provides enough room entire music library bunch movie apps phone still space left work perfectly always good luck sandisk product lot room fast card,2
put asus tf tablet mixed report whether tablet would support large card official limit tablet listed gb no problem tf leave device time great way ensure hefty amount medium available anywhere quick big,2
used number device including mobile phone recording hd video straight card not encountered skip lag stutter sometimes seen card certainly must fast enough purpose no lag stutter,2
bought generic sd card galaxy corrupted music glad sandisk faster reading writing come memoryzone backup app free however need google drive box dropbox similar cloud service memoryzone great backing but lost data transfer phone sd : glad sandisk faster,2
believe sandisk put get warranty replacement however finally got replacement working fine ever since one fail three,1
purchased use samsung galaxy tab chose memory card used sandisk product many time past never problem never problem sandisk product,2
great microsd card great price speed fit day worth moderate shooting fps p ski trip gropro one card exactly advertised,2
card no reliability issue required task not put data transfer time observation industry standard,2
transfer speed good worth price tag use samsung galaxy sometimes crap reformatted rebooted phone otherwise no problem good,2
card fast reliable galaxy note cell phone copied whole music collection no problem mucho memory,2
work far waiting heat cold see well hold testing,2
picked storage device use phone gig mini sd music ad getting pretty full plus gig free space later download heart content great price,2
cant beat price work great no problem card use gopro work great great card,2
great product price sandisc using cell phone replacing gb video hour gb compared minute w gb super fine mode rest sandisc memory card year ago still working thanks sandisc sandisc ultra micro sd gb,2
bought black friday last year took chance chance u say read review card actually stopped working no reason not due abuse misuse card acer iconia stopped working even computer doesnt recognize wtf sandisk expensive part occur not buy u careful u store music movie mine nbd but u phone valuable picture,0
card small large time micro size but high capacity perfect work well goprc hero recording p not issue either class rating allows gopro thing card able keep high mb transfer rate perfect,2
fast used dji phantom gopro hd black not one hickup would buy cheaper get whacha pay would buy cheaper,2
good no problem work well micro sd card,2
love far purchased iam not buying sdcards but nextbook tablet work great adding video music able put sd card working great far,2
fiance tablet almost year without single issue feel one best quality memory card ever make sure get retail packaging not frustration free retail packaging requires one quick clip scissors worth get one sealed package not risk damaged high quality,2
used mobius action camera p hd mini sport cam dash cam daily opportunity failure problem would readily apparent really delivered promised speed reliability great adapter work perfectly well several sandisk product including sd card thumb drive ssd terrific far highly recommend sandisk ultra gb microsdhc c uhs memory card post issue arise flawless far,2
great product prompt service well done five star,2
else say light small not fastest card market but job copying file onto slow but fast enough play music movie cellphone device work,2
cool able put music phone little card work fine price reasonalble excellent expected,2
either work work fair price happy either work work fair price happy,2
well work like sd card see ultra fast speed thing shoved guy galaxy work fine work fine,2
p fps p fps fps using nokia camera app regular app work well but unless want see stuttering every second freeze constantly glitchy slow got mb write mb read mine video not work nokia lumia,0
never thought could gb memory like one awesome especially tablet using asus tf working flawless piece advise since current tablet not supposed handle leave format exfat not format fat ntfs life saver,2
great brand work perfectly use android phone got ton extra storage great product,2
fast product place camera happy product product received pretty fast material described much better recommend product anyone great product,2
copied transported large amount data work no error purchase work,2
great product always count sandisk make sure device support gb card go cheap fall counterfeit work great,2
little hesitant order initially but turned excellent product initial test crystaldiskmark enjoying asus tf shipping quick excellent product,2
card pretty fast little difference speed internal storage sd card work great work great samsung,2
lot work gb gb gb gb though done real speed test but reliable along used music player camera laptop sd card sell little bit premium class tag but would buy day need camera laptop extra storage but using music player good even class card excellent speed reliability,2
micro card work well go pro hero would expect micro sd card got go pro hero,2
work expected scandisk installed formatted samsung galaxy note no issue phone real amount usable space gb reference great note,2
everyone buy product like record dslr work great canon dslr great product mini sd card,2
great additional capacity storage card fast working great price great also great capacity phone,2
chance completely fill stick but far good taken gopro weather launching jump occasionally take beating work perfectly gopro hero black,2
must u got gopro practical friendly help u load many recorded shot possible excellent item,2
purchased card expand storage samsung trick plenty room carry ebooks music store camera picture great item good price recommend item anyone needing memory using microsdhc class memory card samsung memory expansion,2
failed galaxy note month lost picture video werent backed card worked fine suddenly wasnt recognized phone computer sandisk honored warrenty sent replacement work but less confident product afraid lose data later not prepared failed month,0
fast shipping good packaging fast speed card supposed sandisk well known brand use many product currently using lenovo yoga good price fast read write speed,2
great purchase best price market far appreciate fact product came ready use well packaged please let know thumb drive built security low price money tight but product worth investment great,2
rolled camera highest setting till battery died card fast no complaint bought two gopro tested gopro maximum setting,2
decent price amount memory no issue reading old hp p laptop built card reader no problem far work advertised,2
trusted sandisk year no issue work great exactly needed use sandisk camera phone gear always great quality reliability,2
accolade one say sd card work economical buy put gopro camera promptly filled great card great price,2
using gb micro sandisk ultra record p video blackbox recorder car popped worked adapter came make easy offload video macbook appears keep p video well never missed frame audio video constantly overwritten every day oldest event not failed yet using couple month seller mailed usps arrived day needed cheap fast memory,2
bought expand gb dell xps gb fit easily micro sd slot recognized window rt upon boot reformat card old habit problem work dell xps,2
got new android tablet work perfectly microsd sd adapter great allows plug computer regular sized sd card port transfer file much quicker plug tablet computer usb perfect,2
stick gb model first one got smoking hot minute use but seemed function installed samsung galaxy note ii got hot phone day quite together luckily still gb backup data rma got new one get hot but died less month use wait lexar gb come price bit try one but not sandisk one gb seem ok though not reliable,0
bought increase music capacity mp player bonus use adapter old gb micro digital camera wow huge capacity,2
work ready roll pedicab houston lot promotional movie put youtube use memory card full hd cam far recorded hour full hd still plenty space hour took day received mail seems working fine,2
thing no complaint five star,2
use variety device included adapter seems work great seems fast good value money great bargin,2
card amazing job holding music phone video played ease everything highly recommend card anyone sd card adapter also worked perfectly use card samsung galaxy epic g touch sprint version work fine phone even though phone spec say hold gb put card go setting fine sd storage scroll card format card formatted work sd card work like champ,2
good fast card plenty capacity work great additionals storage microsoft surface rt tablet hint: add space window library seamless experience o creating empty dummy folder c drive using window disk management console map folder folder card info here: work great surface rt tablet,2
microsd card work advertised samsung galaxy developed problem sd card included purchase phone replaced good new love extra space,2
got sale incredible price way likely upgrade come g size g not necessary use but would able use without worry running space put entire mp catalog well update month bought installed galaxy started causing trouble phone first not realize micro sd card causing problem but would occasionally status message saying something like unmount sd card removing avoid corrupting data eventually even recognize card put old gb card back work fine put gb card adapter put computer card reader nothing read back phone occasionally maybe month but lost everything every photo video taken new kitten since got surprising since sandisk usually quite reliable wife card phone got around time still working normally far ymmv but always back data regularly month taking lot picture video great price size dy,0
great five star,2
far working great using dell venue pro working fine no issue far good,2
download movie picture music still space sd card phone galaxy real powerfull phone gigas thank youraul great product,2
review positive product failed could not read device galaxy nor computer different reader less day customer support also unhelpful would replace card many question would not provide refund not want replacement card failed quickly would suggest buying different card not worth hassle lost data save couple dollar buying one failed day,0
disk small fit one fit computer far enough room store driving time day download everything computer viewing small disk could lost not careful,2
best buy want almost hundred dollar chip work perfectly samsung galaxy outstanding phone updated jellybean work flawlessly memory need phone sandisk warranty outstanding doubt ever use need buy chip get amazon much cheaper best buy getting greedy sandisk top line,2
need added space start enjoying new go pro not get bigger storage anyway needed space,2
purchased use contour roam camera record quality video downloads fast highly recommend card micro sd card device great card good price,2
really fast sd card large storage space work perfect use music photo no problem far nothing much say besides everything need work like charm,2
seems great microsdxc would expect sandisk not tested read write speed cannot comment installed lenovo thinkpad provide extra storage supposed guess not much say sd card would expect work well device sdxc compatible work great lenovothinkpad,2
love speed quality card previous card worked slow would freeze force eject problem solved fast,2
want upgrade memory samsung note ii great able instantly double storage capacity waiting gb price great addition samsung note ii,2
perfect memory card cell phone use great amount storage really good read write speed would recommend others great memory card,2
bought two use pair galaxy phone fit perfectly instantly recognized phone lot room photo etc no problem thus far quite sandisk memory product including gb s drive trouble free hopeful sandisk ulta bg microsdhc card,2
complaint micro sd card ordered sony action camera far extreamly well work perfectly,2
star excellent price performance seems advertised average copying speed around mb gripe sandisk include extra e plastic protective case bundle sd card reader however understand price point great value excellent price but lacking extra,2
primary reason buying extra capacitysandisk ultra gb microsdxc class card use insamsung galaxy tab inch model gt p happy share get work flawlessly initial glitch read firstly need aware samsung tablet model gt p currently run android o kernel build number jro c p ueclk jelly bean experience shared level android o experience may vary depending version o running sandisk ultra gb microsdxc card purchased amazon retail packaging get recognized fine however tablet medium device k mtp application attempt talk pc via usb cable tablet simply reboots card presented pc really strange indeed baffled couple hour firstly attempted format card exfat pc formatted fine attempted use tablet see behavioral oddity instantaneous reboot tablet mtp application try communicate pc made investigate issue determined root cause fact sandisk seen factory format card exfat but also somehow seen include offset mb beginning card show mb unallocated region initial sector card window disk management tool solution get rid unallocated mb partition card could pc but might require window command line experience using diskpart utility not not want confuse people process novice user process simple insert card tablet use native sd card format tool setting android o get rid mb partition happily remount simple process mtp application work fine pc transfer file sd card without strange reboot phenomenon not sure sandisk format class card fashion never class card earlier gotta technical explanation include mb partition sandisk give end reformat card tablet default exfat card seen work fine bottomline: awesome gb capacity microsd card reputed manufacturer budget minded people get job done beautifully read write speed adequate enough audio video picture file format tablet glitch mentioned forced give four star instead five star but let not stop making decision buy highly recommended cheer work gt p samsung tab,2
purchased samsumg galaxy getting full picture installed easy work great no speed issue writing reading work great g,2
memory card past month without issue problem initially copied gb data old card card connected laptop using microsd usb adapter copy kept failing figured card overheating writing lot data able copy data pointing small desk fan towards card adapter file copy process said read write problem due overheating card installed phone copied couple gig movie watch trip card installed phone without failure may heat issue occurs pushing gb data time largest movie copied phone gb movie gig prep work use phone initial format first installed card recognized prior formatting but seen others read write issue format preemptive move worked package,2
much say sd card but wanted least give star deserves used galaxy worked flawlessly far run benchmark confirm speed etc but not seem hinder phone camera saving photo video sd card way point camera app notify u burst mode shot still write phone internal memory potentially due high date data written good know use burst mode lot hoping use sd card purpose work advertised,2
came quick work well galaxy formating simple sandisk not much could wrong gb ton space phone,2
full disclosure: use no brand sd card sandiskhaving said pleased discover sd card designed people demand fast transfer speed hd video application purchased item tablet pc pleased functionality adapter great accessing via computer transfer file directly usb not desired card travel,2
working year gp camera not crashed nor failed shot hundred hour footage card buy sure gopro hero,2
performs expected bought mi galaxy increase storage option need transfer big file use usb adapter since wifi mtp conectios speed far slower directly connecting device but not card problem fast reading writing inside connected current generation computer old computer read write slower speed but still compatible hardware wise exfat format hassle no problem yet hardware wise would preferred open standard partition format instead exfat but microsoft fault not sandisk easy reformat usb sd micro sd adapter work well,2
work well dslr never able fill guess gb would enough average use go faster speed smaller size good speed performance,2
use included adapter spare card panasonic fz lumix camera quick easy temporary backup drive macbook pro laptop standard sd slot also use make quick transfer file laptop imac work exactly like full size sd card purpose fast reliable data transfer special price amazon made card less costly standard gb card time update: changed star rating micro card worked fine three month suddenly began disappear laptop finder still show work fine mounted desktop imac but often not mount laptop could problem laptop turn case restore star rating included adapter made micro sd card good deal,2
pretty much stated write rate hold well small file large file read vary mb sec but hold pretty steadily via card reader supplied sd adapter motorola photon q sandisk sddr adapter via usb either pc average mb sec write mb sec read,2
needed storage venue pro tablet plugged able store large file within minute far good work great,2
great deal would purchase need another like galaxy note great video game movie need lot storage sandisk right amount gb price make great deal almost filled already might buy another one soon hesitate interested quality storage low price lot space,2
title say cause gopro hero stop recording mid recording used highest resolution frame rate not fast enough full resolution gopro hero,2
tried gopro silver camera seems work put card adapter transfer file hard time removing not try adapter card card work fine adapter junk,2
gb card fast great storing video music whatever need without worry plenty large price reasonable great high speed memeory card,2
formatted card saved data phone gb card desktop dragged dropped file gb gb card installed gb card phone phone work perfectly win win great deal price say,2
advertised speedworks right box no formatting requiredtrusted namethis no brainersamsung started make line sd card seem cheaper moment compared sandisk fast,2
bought chip used increase use smart phone increased memory least memory,2
good product issue san disk memory card prefer stay several electronic device use micro sd work great would recommend product great price,2
first always bought sandisk warranty reasoning lifetime warranty mean must little better others sandisk lesser line class sd gb extreme iii series card pushing year old zero problem write nearly twice fast not sure limitation class uhs year newer tech blow away micro packaging make difference either guess marketing differentiation card write published spec but may want check sony sr uya tqmn capacity read writes faster similar price though one year warranty picked hisense pro tablet awesome wait sale locally pleasant surprise came sd adapter well file recovery software link not fan sony web site support documentation gear last year but commodity suppose expect much longer kind think thing work day probably work year obsolete fyi:the sandisk sony made china meet published spec but faster less expensive option,2
pleasantly surprised card arrived ahead schedule always plus book work without hitch able copy file gb card one relatively quickly easily samsung galaxy tab read card perfectly no complaint card although expected write speed little faster said done would definitely recommend card tablet smart phone device allows expandable memory good card good price,2
decent transfer speed phone phone see around mb card nothing write home however lasted month not read phone laptop friend phone lost file recommend store vital file phone good less year,1
card promise but gripe: nail ridge near outer end card not defined enough make rather difficult extract card reader adapter first microsd card problem difficult extract,1
wrong one thought getting gb one need know return one reorder right one gb microsdhc memory card,1
card work perfectly black box original quality g w dash camera work,2
got sale blackfriday awesome great speed lot storage work wonderful galaxy note buy today great galaxy note,2
say disk work made happy sandisk,2
worked right box samsung galaxy fast speed class half price comparable product big box store may buy second one later storage need,2
use backup image photo shoot date effective reducing weight storage space pack backup,2
great disk never problem product say positive negative product intended purpose storing memory well made simple use never problem date sandisk ultra gbmicrosdx class uhs,2
probably better think got go samsung tablet get replaced ipad but sd memory card portion not given fit yet write speed high sd card funky form factor requires adapter time expect pop dslr part samsung tablet suck,2
used tablet computer work great may buy digital camera liked spec c uhs work great,2
replace first one tablet first time bought one tablet disk became corrupted bought replacement item seems work fine replace first one tablet,2
item arrived faster expected work great additional memory cell phone come adapter use regular sd card slot came handy transferring data old card new card super fast ship work great,2
took old card black one kingston hc replaced ultra one transferring file see difference speed faster transfer rate kingston fast card phone,2
buying two gb card even cheaper buying one gb really solid value lucky even notice came adapter,2
work well speedy samsung galaxy samsung galaxy tab included adapter work great pc memory card slot well great samsung phone tablet,2
necessity gopro bought little guy hold info need make easy use recommend little guy anyone getting gopro good buy,2
plugged samsung galaxy enough memory take many picture could ever want no complaint using month without issue work great far,2
say memory card four star,2
using camera instead but want sum sung one buy work tab,1
installed tablet expand memory work well application recognized tablet desktop computer no problem work well,2
item described fit well galaxy tab access instantly tab computer plug tab laptop usb cable like nice buy,2
beat value micro cardbeliever no thing deal lifetime come electronics but card really great value great value,2
used gopro black worked flawlessly shooting fps hd without hitch good video chip,2
sd card work galaxy tab unable format window machine however utilized macbook pro disk utility format work great read writes video pic fast not tested saving apps yet but adjust review get chance galaxy tab,2
used many others average son android really think application right best way determine speed performance otherwise want adapter come handy later gb decent price,2
work described use samsung plug play hope phone done cellphone getting high priced everything transfered old phone still plenty space left great product,2
great speed great capacity great price fit great htc evo design g android phone recomend great sd card,2
bought card replace lost gig phone htc g seems working perfectly recommend wait read card phone little month messed phone stop recognizing card tried computer not recognized either contacted san disk send replacement but lost picture original card could sent card san disk data recovery people would charged able recover data nothing bit rich passed unfortunately lost photo good buy money but wait issue,1
bought use go pro white edition worked well no issue recording time lapse minute video one time expected,2
memory card ultra fast android phone bit costly but work flawless read fast pic video etc load bout second less highly recommended best memory card,2
chip seems thinner lighter rest mini sd card came adaptor card read using regular sized sd card slot read device thin,2
ordered regular packaging reading frustration free packaging sometimes counterfeit anyway gb card received formatted fat seemed work fine new moto g lte phone running android moved apps onto card put music work great no complaint work moto g lte,2
even thoug not meet specification speed great product intended far excellent,2
bought card replace kingston card phone fried working without issue far no problem far,2
work great gopro camera no problem using computer video recorded fine good quality please product,2
easy install good performance used phone photo machine computer extra space cell phone good,2
install samsung phone work great recommend need memory phone install no problem work grat,2
first got item problem reason caused data android phone get deleted forcing reinstall custom rom use previous sd card amazon replaced one but got replacement worked perfectly no issue past several month able hold apps data ease high read write speed lag work exactly hoped would work great,2
say memory card no problem issue product work described memory card,2
bought use portable radio accepts micro memory card piece music put took less gig used adapter camera well job job,2
trusted company but warranty product two month used micro sd card go pro camera approximately one filming hour third time inserted camera showed no sd card investigation card determined bad amazon not stand behind card rare situation amazon usually helpful product no good well could sandisc company behind short warranty pay much money product even last two month get no star but know cannot update amazon replace card sent back upgraded review three star danger lasted one month but replaced,1
still working fast almost mind fart think put much much course storage tiny little space come remember gigabyte hard disk soooo expensive even considering inflation card much much much faster first gb hard drive sad but cool wait ouch headache work expected,2
